response_id,preferred_remote_time_after_covid,employer_encourage_remote_future,employer_support_remote_future,remote_work_choice_future,remote_productivity,commute_hours_office,work_hours_office,personal_family_hours_office,caring_hours_office,commute_hours_remote,work_hours_remote,personal_family_hours_remote,caring_hours_remote
1191,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,8.5,5,3,1,9,6,4
1192,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,8.5,5,3,1,9,6,4
1193,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,8.5,5,3,1,9,6,4
1194,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,8.5,5,3,1,9,6,4
1195,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,8.5,5,3,1,9,6,4
1196,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,8.5,5,3,1,9,6,4
1197,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,8.5,5,3,1,9,6,4
1198,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,8.5,5,3,1,9,6,4
1199,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,8.5,5,3,1,9,6,4
1200,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,8.5,5,3,1,9,6,4
1201,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,8.5,5,3,1,9,6,4
1202,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,8.5,5,3,1,9,6,4
1203,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,8.5,5,3,1,9,6,4
1204,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,8.5,5,3,1,9,6,4
1205,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,8.5,5,3,1,9,6,4
1206,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,8.5,5.5,3,1,9,6,4
1207,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3,1,9,6,4
1208,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3,1,9,6,4
1209,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3,1,9,6.5,4
1210,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3,1,9,6.5,4
1211,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3,1,9,6.5,4
1212,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3,1,9,7,4
1213,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3,1,9,7,4
1214,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3,1,9,7,4
1215,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3,1,9,7,4
1216,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3,1,9,7,4
1217,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3,1,9,7,4
1218,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3.5,1,9,7,4
1219,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3.5,1,9,7,4
1220,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3.5,1,9,7,4
1221,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3.5,1,9,7,4
1222,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3.5,1,9,7,4
1223,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3.5,1,9,7,4
1224,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,3.5,1,9,7,4
1225,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,4,1,9,7,4
1226,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,4,1,9,7,4
1227,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,4,1,9,7,4
1228,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.5,9,6,4,1,9,7,4
1229,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1230,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1231,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1232,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1233,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1234,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1235,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1236,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1237,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1238,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1239,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1240,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1241,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1242,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1243,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1244,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1245,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1246,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1247,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.5,7,4
1248,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,9.8,7,4
1249,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,7,4
1250,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,7,4
1251,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,7,4
1252,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,7.5,4
1253,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,7.5,4
1254,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,7.5,4
1255,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,7.5,4
1256,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,7.5,4
1257,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,7.5,4
1258,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,7.75,4
1259,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1260,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1261,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1262,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1263,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1264,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1265,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1266,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1267,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1268,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1269,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1270,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1271,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1272,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1273,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1274,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1275,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1276,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1277,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1278,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1279,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,6,4,1,10,8,4
1280,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,4
1281,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,4
1282,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,4
1283,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,4
1284,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,4
1285,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,4
1286,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,4.5
1287,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,4.5
1288,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,4.5
1289,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,5
1290,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,5
1291,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,5
1292,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,5
1293,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,5
1294,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,5
1295,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,5
1296,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,5
1297,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,5
1298,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,5
1299,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,5
1300,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,5
1301,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7,4,1,10,8,5
1302,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7.5,4,1,10,8,5
1303,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,7.5,4,1,10,8,5
1304,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1305,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1306,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1307,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1308,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1309,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1310,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1311,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1312,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1313,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1314,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1315,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1316,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1317,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1318,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1319,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1320,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1321,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1322,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1323,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1324,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1325,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1326,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1327,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1328,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1329,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1330,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1331,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1332,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1333,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1334,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1,10,8,5
1335,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4,1.2,10,8.5,5
1336,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4.3,1.5,10,8.5,5
1337,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4.5,1.5,10,9,5
1338,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,4.5,1.5,10,9,5
1339,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,1.5,10,9,5
1340,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,1.5,10,9,5
1341,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,1.5,10,9,5
1342,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,1.5,10,9,5
1343,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,1.5,10,9,5
1344,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9,5
1345,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9,5
1346,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9,5
1347,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9,5
1348,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9,5
1349,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9,5
1350,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9,5
1351,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9,5
1352,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9,5
1353,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9,5
1354,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9,5
1355,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9,5
1356,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9,5
1357,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9,5
1358,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9,5
1359,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9.5,5
1360,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9.5,5.5
1361,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9.5,5.5
1362,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8,5,2,10,9.5,5.5
1363,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,8.5,5,2,10,9.5,6
1364,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,9,5,2,10,9.5,6
1365,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,9,5,2,10,10,6
1366,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,9,5,2,10,10,6
1367,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,9,5,2,10,10,6
1368,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,9,5,2,10,10,6
1369,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,9,5,2,10,10,6
1370,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,9,5,2,10,10,6
1371,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,9,5,2,10,10,6
1372,NA,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,9,5,2,10,10,6
1373,NA,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,9,5,2,10,10,6
1374,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,9,5,2,10,10,6
1375,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,9,5,2,10,10,6
1376,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9,9,5,2,10,10,6
1377,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9.5,9,5,2,10,10,6
1378,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9.5,9,5,2,10,10,6
1379,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9.5,9,5,2,10,10,6
1380,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9.5,9.5,5,2,10,10,6
1381,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9.5,10,5,2,10,10,6
1382,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,9.5,10,5,2,10,10,6
1383,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,10,10,5,2,10,10,6
1384,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,10,10,5,2,10,10,6
1385,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,10,10,5,2,10,10,6
1386,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,10,10,5,2,10,10,6
1387,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,10,10,5,2,10,10,6
1388,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,10,10,5,2,10,10,6
1389,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3,10,10,5,2,10,10,6
1390,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3.5,10,10,5,2,10,10,6
1391,NA,Strongly disagree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3.5,10,10,5,2,10,10,6
1392,NA,Strongly disagree,Strongly agree,Strongly disagree,My productivity is about same when I work remotely,3.5,10,10,5,2,10,10,6
1393,NA,Strongly disagree,Strongly agree,Strongly disagree,My productivity is about same when I work remotely,3.5,10,10,5,2,10,10,6
1394,NA,Strongly disagree,Strongly agree,Strongly disagree,My productivity is about same when I work remotely,3.5,10,10,5,2,10,10,6
1395,NA,Strongly disagree,Strongly agree,Strongly disagree,My productivity is about same when I work remotely,3.5,10,10,5,2,10,10,6
1396,NA,Strongly disagree,Strongly agree,Strongly disagree,My productivity is about same when I work remotely,3.5,10,10,5,2,10,10,6
1397,NA,Strongly disagree,Strongly agree,Strongly disagree,My productivity is about same when I work remotely,3.5,10,10,5,2,10,10,6
1398,NA,Strongly disagree,Strongly agree,Strongly disagree,My productivity is about same when I work remotely,3.5,10,10,5,2,10,10,6
1399,NA,Strongly disagree,Strongly agree,Strongly disagree,My productivity is about same when I work remotely,3.5,10,10,5,2,10,10,6
1400,NA,Strongly disagree,Strongly agree,Strongly disagree,My productivity is about same when I work remotely,3.5,10,10,5,2,10,10,6
1401,NA,Strongly disagree,Strongly agree,Strongly disagree,My productivity is about same when I work remotely,3.5,10,10,5,2,10,10,6
