response_id,birth_year,gender,industry,industry_detail,occupation,occupation_detail,company_size,is_manager,household_type,job_tenure,region_type
611,1978,Female,Education and Training,Tertiary Education,Professionals,"Design, Engineering, Science and Transport Professionals",Between 20 and 199,No,Single person,More than 5 years,Metro
592,1979,Female,Education and Training,Preschool and School Education,Professionals,Education Professionals,Between 20 and 199,NA,Single person,More than 5 years,Metro
843,1972,Male,Education and Training,Preschool and School Education,Professionals,Education Professionals,Between 20 and 199,No,Single person,More than 5 years,Metro
684,1977,Male,Administrative and Support Services,Administrative Services,Clerical and administrative ,General Clerical ,Between 20 and 199,NA,Single person,More than 5 years,Metro
547,1980,Female,"Transport, Postal and Warehousing",Water Transport,Clerical and administrative ,General Clerical ,Between 20 and 199,No,Single person,More than 5 years,Metro
1134,1965,Female,Financial and Insurance Services,Finance,Clerical and administrative ,Other Clerical and Administrative ,Between 20 and 199,No,Single person,More than 5 years,Metro
495,1981,Female,Other Services,Personal and Other Services,Clerical and administrative ,Other Clerical and Administrative ,Between 20 and 199,Yes,Single person,More than 5 years,Metro
919,1970,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Clerical and administrative ,Other Clerical and Administrative ,Between 20 and 199,No,Single person,More than 5 years,Metro
1153,1964,Male,Wholesale Trade,Other Goods Wholesaling,Sales ,Sales Representatives and Agents,Between 20 and 199,No,Single person,More than 5 years,Metro
836,1972,Female,Information Media and Telecommunications,Publishing (except Internet and Music Publishing),Sales ,Sales Representatives and Agents,Between 20 and 199,No,Single person,More than 5 years,Metro
501,1981,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Sales ,Sales Support ,Between 20 and 199,No,Single person,More than 5 years,Metro
668,1977,Female,Education and Training,"Adult, Community and Other Education",Managers,Specialist Managers,Between 20 and 199,Yes,Single person,More than 5 years,Metro
1141,1964,Male,Financial and Insurance Services,Auxiliary Finance and Insurance Services,Managers,Specialist Managers,Between 20 and 199,Yes,Single person,More than 5 years,Metro
167,1990,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Managers,Specialist Managers,Between 20 and 199,Yes,Single person,More than 5 years,Metro
1052,1967,Male,Wholesale Trade,Other Goods Wholesaling,Managers,Specialist Managers,Between 20 and 199,Yes,Single person,More than 5 years,Metro
1330,1960,Male,Arts and Recreation Services,Sports and Recreation Activities,Managers,Specialist Managers,Between 20 and 199,Yes,Single person,More than 5 years,Metro
1064,1966,Female,Other Services,Personal and Other Services,Professionals,"Business, Human Resource and Marketing Professionals",Between 5 and 19,No,Single person,More than 5 years,Metro
780,1974,Female,Administrative and Support Services,Administrative Services,Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,No,Single person,More than 5 years,Metro
511,1981,Female,Construction,Construction Services,Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Single person,More than 5 years,Metro
1333,1960,Male,Information Media and Telecommunications,Internet Publishing and Broadcasting,Clerical and administrative ,General Clerical ,Between 5 and 19,No,Single person,More than 5 years,Metro
288,1987,Male,Health Care and Social Assistance,Medical and Other Health Care Services,Professionals,Health Professionals,Between 5 and 19,Yes,Single person,More than 5 years,Metro
581,1979,Female,Other Services,Personal and Other Services,Clerical and administrative ,Office Managers and Program Administrators,Between 5 and 19,No,Single person,More than 5 years,Metro
92,1992,Female,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Managers,Specialist Managers,Between 5 and 19,Yes,Single person,More than 5 years,Metro
1504,1945,Male,Other Services,Personal and Other Services,Managers,Specialist Managers,Between 5 and 19,Yes,Single person,More than 5 years,Metro
570,1979,Female,Education and Training,Preschool and School Education,Professionals,Arts and Media Professionals,I am the only employee,No,Single person,More than 5 years,Metro
1351,1960,Male,Financial and Insurance Services,Finance,Professionals,"Business, Human Resource and Marketing Professionals",I am the only employee,No,Single person,More than 5 years,Metro
1359,1960,Male,Financial and Insurance Services,Finance,Professionals,"Business, Human Resource and Marketing Professionals",I am the only employee,No,Single person,More than 5 years,Metro
924,1970,Female,Health Care and Social Assistance,Medical and Other Health Care Services,Professionals,"Business, Human Resource and Marketing Professionals",I am the only employee,No,Single person,More than 5 years,Metro
1367,1959,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Business, Human Resource and Marketing Professionals",I am the only employee,No,Single person,More than 5 years,Metro
989,1969,Female,Health Care and Social Assistance,Social Assistance Services,Community and personal service ,Carers and Aides,I am the only employee,No,Single person,More than 5 years,Metro
215,1989,Male,Information Media and Telecommunications,Internet Publishing and Broadcasting,Managers,"Chief Executives, General Managers and Legislators",I am the only employee,Yes,Single person,More than 5 years,Metro
1295,1961,Male,Wholesale Trade,Other Goods Wholesaling,Managers,"Chief Executives, General Managers and Legislators",I am the only employee,No,Single person,More than 5 years,Metro
1108,1965,Male,Construction,Building Construction,Technicians and trades ,Construction Trades ,I am the only employee,No,Single person,More than 5 years,Metro
1467,1956,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,Education Professionals,I am the only employee,No,Single person,More than 5 years,Metro
1176,1964,Female,Administrative and Support Services,Administrative Services,Sales ,Sales Support ,I am the only employee,No,Single person,More than 5 years,Metro
217,1989,Male,"Electricity, Gas, Water and Waste Services",Electricity Supply,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Single person,More than 5 years,Metro
380,1985,Male,Manufacturing,Petroleum and Coal Product Manufacturing,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,Yes,Single person,More than 5 years,Metro
188,1989,Female,Information Media and Telecommunications,Telecommunications Services,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Single person,More than 5 years,Metro
936,1970,Male,Information Media and Telecommunications,Telecommunications Services,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,Yes,Single person,More than 5 years,Metro
343,1985,Male,"Transport, Postal and Warehousing",Air and Space Transport,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Single person,More than 5 years,Metro
1019,1968,Male,Retail Trade,Other Store-Based Retailing,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Single person,More than 5 years,Metro
1083,1966,Male,Other Services,Personal and Other Services,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Single person,More than 5 years,Metro
348,1985,Male,Public Administration and Safety,Public Administration,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Single person,More than 5 years,Metro
1460,1957,Female,Financial and Insurance Services,Finance,Clerical and administrative ,Clerical and Office Support ,More than 200,No,Single person,More than 5 years,Metro
1139,1965,Male,Wholesale Trade,Other Goods Wholesaling,Clerical and administrative ,Clerical and Office Support ,More than 200,NA,Single person,More than 5 years,Metro
1355,1960,Male,Financial and Insurance Services,Finance,Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,No,Single person,More than 5 years,Metro
411,1984,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,Yes,Single person,More than 5 years,Metro
1264,1962,Male,Public Administration and Safety,Public Administration,Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,No,Single person,More than 5 years,Metro
1146,1964,Male,Retail Trade,Food Retailing,Professionals,Education Professionals,More than 200,No,Single person,More than 5 years,Metro
1471,1956,Female,Education and Training,Preschool and School Education,Professionals,Education Professionals,More than 200,Yes,Single person,More than 5 years,Metro
1338,1960,Male,Education and Training,Preschool and School Education,Professionals,Education Professionals,More than 200,No,Single person,More than 5 years,Metro
733,1975,Male,"Transport, Postal and Warehousing",Road Transport,Professionals,Education Professionals,More than 200,No,Single person,More than 5 years,Metro
1234,1962,Male,Other Services,Repair and Maintenance,Technicians and trades ,Electrotechnology and Telecommunications Trades ,More than 200,No,Single person,More than 5 years,Metro
628,1978,Male,Financial and Insurance Services,Finance,Technicians and trades ,"Engineering, ICT and Science Technicians",More than 200,No,Single person,More than 5 years,Metro
642,1977,Male,Administrative and Support Services,Administrative Services,Clerical and administrative ,General Clerical ,More than 200,No,Single person,More than 5 years,Metro
1314,1961,Male,Public Administration and Safety,Defence,Professionals,Health Professionals,More than 200,NA,Single person,More than 5 years,Metro
1433,1957,Female,Health Care and Social Assistance,Medical and Other Health Care Services,Professionals,Health Professionals,More than 200,No,Single person,More than 5 years,Metro
1252,1962,Female,Accommodation and Food Services,Accommodation,Managers,"Hospitality, Retail and Service Managers",More than 200,Yes,Single person,More than 5 years,Metro
972,1969,Male,Construction,Building Construction,Managers,"Hospitality, Retail and Service Managers",More than 200,Yes,Single person,More than 5 years,Metro
884,1971,Female,Other Services,Personal and Other Services,Managers,"Hospitality, Retail and Service Managers",More than 200,Yes,Single person,More than 5 years,Metro
671,1977,Female,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,More than 200,No,Single person,More than 5 years,Metro
1296,1961,Female,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,More than 200,No,Single person,More than 5 years,Metro
605,1978,Male,Financial and Insurance Services,Finance,Professionals,ICT Professionals,More than 200,No,Single person,More than 5 years,Metro
531,1980,Male,Retail Trade,Fuel Retailing,Professionals,ICT Professionals,More than 200,Yes,Single person,More than 5 years,Metro
1008,1968,Male,"Electricity, Gas, Water and Waste Services",Gas Supply,Professionals,ICT Professionals,More than 200,No,Single person,More than 5 years,Metro
940,1970,Male,Financial and Insurance Services,Insurance and Superannuation Funds,Professionals,ICT Professionals,More than 200,No,Single person,More than 5 years,Metro
1361,1960,Female,Wholesale Trade,Other Goods Wholesaling,Professionals,ICT Professionals,More than 200,NA,Single person,More than 5 years,Metro
700,1976,Female,Education and Training,Tertiary Education,Professionals,ICT Professionals,More than 200,No,Single person,More than 5 years,Metro
1250,1962,Female,"Transport, Postal and Warehousing",Postal and Courier Pick-up and Delivery Services,Professionals,"Legal, Social and Welfare Professionals",More than 200,No,Single person,More than 5 years,Metro
816,1973,Male,Public Administration and Safety,Public Administration,Professionals,"Legal, Social and Welfare Professionals",More than 200,No,Single person,More than 5 years,Metro
823,1973,Male,Public Administration and Safety,Public Administration,Professionals,"Legal, Social and Welfare Professionals",More than 200,No,Single person,More than 5 years,Metro
412,1984,Female,Health Care and Social Assistance,Residential Care Services,Professionals,"Legal, Social and Welfare Professionals",More than 200,Yes,Single person,More than 5 years,Metro
1068,1966,Female,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Clerical and administrative ,Office Managers and Program Administrators,More than 200,No,Single person,More than 5 years,Metro
305,1986,Male,Health Care and Social Assistance,Medical and Other Health Care Services,Clerical and administrative ,Office Managers and Program Administrators,More than 200,Yes,Single person,More than 5 years,Metro
806,1973,Female,Public Administration and Safety,"Public Order, Safety and Regulatory Services",Clerical and administrative ,Office Managers and Program Administrators,More than 200,No,Single person,More than 5 years,Metro
948,1970,Female,Education and Training,Preschool and School Education,Technicians and trades ,Other Technicians and Trades ,More than 200,No,Single person,More than 5 years,Metro
112,1991,Female,"Rental, Hiring and Real Estate Services",Property Operators and Real Estate Services,Clerical and administrative ,Personal Assistants and Secretaries,More than 200,No,Single person,More than 5 years,Metro
1050,1967,Male,"Transport, Postal and Warehousing",Road Transport,Machinery operators and drivers,Road and Rail Drivers,More than 200,No,Single person,More than 5 years,Metro
1342,1960,Female,Information Media and Telecommunications,Broadcasting (except Internet),Managers,Specialist Managers,More than 200,No,Single person,More than 5 years,Metro
270,1987,Male,Accommodation and Food Services,Food and Beverage Services,Managers,Specialist Managers,More than 200,Yes,Single person,More than 5 years,Metro
1138,1965,Female,Construction,Heavy and Civil Engineering Construction,Managers,Specialist Managers,More than 200,Yes,Single person,More than 5 years,Metro
1036,1967,Male,Health Care and Social Assistance,Hospitals,Managers,Specialist Managers,More than 200,No,Single person,More than 5 years,Metro
1073,1966,Male,Health Care and Social Assistance,Hospitals,Managers,Specialist Managers,More than 200,Yes,Single person,More than 5 years,Metro
573,1979,Male,Financial and Insurance Services,Insurance and Superannuation Funds,Managers,Specialist Managers,More than 200,Yes,Single person,More than 5 years,Metro
1477,1956,Male,Information Media and Telecommunications,Internet Publishing and Broadcasting,Managers,Specialist Managers,More than 200,Yes,Single person,More than 5 years,Metro
405,1984,Male,Health Care and Social Assistance,Medical and Other Health Care Services,Managers,Specialist Managers,More than 200,No,Single person,More than 5 years,Metro
1089,1966,Male,Education and Training,Preschool and School Education,Managers,Specialist Managers,More than 200,Yes,Single person,More than 5 years,Metro
730,1975,Male,Public Administration and Safety,Public Administration,Managers,Specialist Managers,More than 200,Yes,Single person,More than 5 years,Metro
1260,1962,Male,Public Administration and Safety,Public Administration,Managers,Specialist Managers,More than 200,Yes,Single person,More than 5 years,Metro
498,1981,Male,Public Administration and Safety,"Public Order, Safety and Regulatory Services",Managers,Specialist Managers,More than 200,Yes,Single person,More than 5 years,Metro
1303,1961,Female,Information Media and Telecommunications,Telecommunications Services,Managers,Specialist Managers,More than 200,Yes,Single person,More than 5 years,Metro
514,1981,Male,"Transport, Postal and Warehousing",Water Transport,Managers,Specialist Managers,More than 200,Yes,Single person,More than 5 years,Metro
609,1978,Female,Health Care and Social Assistance,Social Assistance Services,Clerical and administrative ,Clerical and Office Support ,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Regional
1215,1963,Male,Construction,Building Construction,Labourers,Construction and Mining Labourers,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Regional
644,1977,Female,Health Care and Social Assistance,Social Assistance Services,Professionals,"Legal, Social and Welfare Professionals",Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Regional
218,1989,Female,Accommodation and Food Services,Accommodation,Managers,Specialist Managers,Between 20 and 199,Yes,Couple with dependent children,Between 1 and 5 years,Regional
712,1976,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Managers,Specialist Managers,Between 20 and 199,Yes,Couple with dependent children,Between 1 and 5 years,Regional
764,1974,Male,Accommodation and Food Services,Food and Beverage Services,Technicians and trades ,Food Trades ,Between 5 and 19,Yes,Couple with dependent children,Between 1 and 5 years,Regional
203,1989,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,Between 5 and 19,Yes,Couple with dependent children,Between 1 and 5 years,Regional
587,1979,Female,Administrative and Support Services,Administrative Services,Clerical and administrative ,Personal Assistants and Secretaries,Between 5 and 19,No,Couple with dependent children,Between 1 and 5 years,Regional
709,1976,Female,"Rental, Hiring and Real Estate Services",Rental and Hiring Services (except Real Estate),Clerical and administrative ,Personal Assistants and Secretaries,Between 5 and 19,No,Couple with dependent children,Between 1 and 5 years,Regional
866,1971,Male,Wholesale Trade,Other Goods Wholesaling,Sales ,Sales Representatives and Agents,Between 5 and 19,No,Couple with dependent children,Between 1 and 5 years,Regional
647,1977,Female,Arts and Recreation Services,Creative and Performing Arts Activities,Professionals,"Design, Engineering, Science and Transport Professionals",I am the only employee,No,Couple with dependent children,Between 1 and 5 years,Regional
1470,1956,Male,Education and Training,"Adult, Community and Other Education",Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Couple with dependent children,Between 1 and 5 years,Regional
115,1991,Male,Information Media and Telecommunications,Telecommunications Services,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Regional
969,1969,Female,Administrative and Support Services,Administrative Services,Clerical and administrative ,Clerical and Office Support ,More than 200,No,Couple with dependent children,Between 1 and 5 years,Regional
817,1973,Female,Financial and Insurance Services,Finance,Clerical and administrative ,Clerical and Office Support ,More than 200,No,Couple with dependent children,Between 1 and 5 years,Regional
394,1984,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Regional
415,1984,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Regional
416,1984,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Regional
1482,1956,Male,Financial and Insurance Services,Finance,Technicians and trades ,"Engineering, ICT and Science Technicians",More than 200,No,Couple with dependent children,Between 1 and 5 years,Regional
370,1985,Female,Financial and Insurance Services,Finance,Clerical and administrative ,General Clerical ,More than 200,No,Couple with dependent children,Between 1 and 5 years,Regional
1440,1957,Male,Health Care and Social Assistance,Social Assistance Services,Clerical and administrative ,Other Clerical and Administrative ,More than 200,No,Couple with dependent children,Between 1 and 5 years,Regional
662,1977,Female,Education and Training,Tertiary Education,Clerical and administrative ,Other Clerical and Administrative ,More than 200,No,Couple with dependent children,Between 1 and 5 years,Regional
851,1972,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Sales ,Sales Representatives and Agents,More than 200,No,Couple with dependent children,Between 1 and 5 years,Regional
1266,1962,Male,Manufacturing,Primary Metal and Metal Product Manufacturing,Sales ,Sales Representatives and Agents,More than 200,No,Couple with dependent children,Between 1 and 5 years,Regional
354,1985,Male,"Agriculture, Forestry and Fishing","Agriculture, Forestry and Fishing Support Services",Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Regional
788,1974,Male,Financial and Insurance Services,Finance,Managers,Specialist Managers,More than 200,NA,Couple with dependent children,Between 1 and 5 years,Regional
1268,1962,Male,Manufacturing,Primary Metal and Metal Product Manufacturing,Managers,Specialist Managers,More than 200,NA,Couple with dependent children,Between 1 and 5 years,Regional
783,1974,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Regional
784,1974,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Regional
1301,1961,Male,Other Services,Personal and Other Services,Managers,"Chief Executives, General Managers and Legislators",Between 1 and 4,No,Couple with no dependent children,Between 1 and 5 years,Regional
1404,1958,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",Between 1 and 4,No,Couple with no dependent children,Between 1 and 5 years,Regional
595,1979,Male,"Agriculture, Forestry and Fishing",Agriculture,Managers,Farmers and Farm Managers,Between 1 and 4,NA,Couple with no dependent children,Between 1 and 5 years,Regional
589,1979,Male,"Agriculture, Forestry and Fishing","Agriculture, Forestry and Fishing Support Services",Machinery operators and drivers,Mobile Plant Operators,Between 1 and 4,Yes,Couple with no dependent children,Between 1 and 5 years,Regional
1091,1966,Female,Other Services,Personal and Other Services,Clerical and administrative ,Office Managers and Program Administrators,Between 1 and 4,No,Couple with no dependent children,Between 1 and 5 years,Regional
893,1971,Male,"Transport, Postal and Warehousing",Water Transport,Professionals,"Business, Human Resource and Marketing Professionals",Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Regional
496,1981,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Regional
1445,1957,Male,Education and Training,"Adult, Community and Other Education",Professionals,Education Professionals,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Regional
156,1990,Female,Education and Training,Preschool and School Education,Professionals,Education Professionals,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Regional
67,1994,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,Health Professionals,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Regional
1165,1964,Male,Financial and Insurance Services,Auxiliary Finance and Insurance Services,Professionals,ICT Professionals,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Regional
154,1990,Female,Public Administration and Safety,Public Administration,Clerical and administrative ,Other Clerical and Administrative ,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Regional
933,1970,Female,Health Care and Social Assistance,Social Assistance Services,Community and personal service ,Protective Service ,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Regional
1033,1967,Female,Public Administration and Safety,Public Administration,Managers,Specialist Managers,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Regional
1039,1967,Female,Public Administration and Safety,Public Administration,Managers,Specialist Managers,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Regional
1079,1966,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with no dependent children,Between 1 and 5 years,Regional
1483,1956,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",Between 5 and 19,No,Couple with no dependent children,Between 1 and 5 years,Regional
658,1977,Male,"Rental, Hiring and Real Estate Services",Rental and Hiring Services (except Real Estate),Technicians and trades ,Electrotechnology and Telecommunications Trades ,Between 5 and 19,No,Couple with no dependent children,Between 1 and 5 years,Regional
1459,1957,Female,Financial and Insurance Services,Insurance and Superannuation Funds,Professionals,"Legal, Social and Welfare Professionals",Between 5 and 19,No,Couple with no dependent children,Between 1 and 5 years,Regional
385,1985,Male,Wholesale Trade,Basic Material Wholesaling,Labourers,Other Labourers,Between 5 and 19,No,Couple with no dependent children,Between 1 and 5 years,Regional
311,1986,Female,Financial and Insurance Services,Finance,Managers,Specialist Managers,Between 5 and 19,Yes,Couple with no dependent children,Between 1 and 5 years,Regional
1349,1960,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",I am the only employee,No,Couple with no dependent children,Between 1 and 5 years,Regional
1403,1958,Female,Administrative and Support Services,Administrative Services,Clerical and administrative ,Other Clerical and Administrative ,I am the only employee,No,Couple with no dependent children,Between 1 and 5 years,Regional
1099,1966,Female,Retail Trade,Non-Store Retailing and Retail Commission-Based Buying and/or Selling,Sales ,Sales Assistants and Salespersons,I am the only employee,NA,Couple with no dependent children,Between 1 and 5 years,Regional
1450,1957,Male,Health Care and Social Assistance,Hospitals,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with no dependent children,Between 1 and 5 years,Regional
206,1989,Female,Education and Training,Tertiary Education,Clerical and administrative ,Clerical and Office Support ,More than 200,No,Couple with no dependent children,Between 1 and 5 years,Regional
1100,1966,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,NA,Couple with no dependent children,Between 1 and 5 years,Regional
985,1969,Female,Education and Training,Preschool and School Education,Professionals,Education Professionals,More than 200,No,Couple with no dependent children,Between 1 and 5 years,Regional
1324,1960,Female,Health Care and Social Assistance,Social Assistance Services,Professionals,Education Professionals,More than 200,No,Couple with no dependent children,Between 1 and 5 years,Regional
395,1984,Female,Education and Training,Tertiary Education,Professionals,Education Professionals,More than 200,No,Couple with no dependent children,Between 1 and 5 years,Regional
1347,1960,Male,Other Services,Repair and Maintenance,Technicians and trades ,"Engineering, ICT and Science Technicians",More than 200,Yes,Couple with no dependent children,Between 1 and 5 years,Regional
319,1986,Female,Health Care and Social Assistance,Hospitals,Professionals,Health Professionals,More than 200,Yes,Couple with no dependent children,Between 1 and 5 years,Regional
1383,1959,Female,Education and Training,Tertiary Education,Professionals,ICT Professionals,More than 200,No,Couple with no dependent children,Between 1 and 5 years,Regional
213,1989,Female,Administrative and Support Services,Administrative Services,Clerical and administrative ,Personal Assistants and Secretaries,More than 200,No,Couple with no dependent children,Between 1 and 5 years,Regional
1313,1961,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Clerical and administrative ,Personal Assistants and Secretaries,More than 200,NA,Couple with no dependent children,Between 1 and 5 years,Regional
1265,1962,Female,Other Services,Personal and Other Services,Managers,Specialist Managers,More than 200,Yes,Couple with no dependent children,Between 1 and 5 years,Regional
93,1992,Female,Health Care and Social Assistance,Social Assistance Services,Managers,Specialist Managers,More than 200,Yes,Couple with no dependent children,Between 1 and 5 years,Regional
586,1979,Male,Retail Trade,Other Store-Based Retailing,Managers,"Chief Executives, General Managers and Legislators",Between 1 and 4,Yes,Multiple family household,Between 1 and 5 years,Regional
220,1989,Female,Manufacturing,Primary Metal and Metal Product Manufacturing,Clerical and administrative ,General Clerical ,Between 20 and 199,Yes,Multiple family household,Between 1 and 5 years,Regional
89,1993,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Technicians and trades ,"Engineering, ICT and Science Technicians",Between 5 and 19,No,Multiple family household,Between 1 and 5 years,Regional
373,1985,Female,Financial and Insurance Services,Insurance and Superannuation Funds,Managers,Specialist Managers,Between 20 and 199,Yes,One  parent family with dependent children,Between 1 and 5 years,Regional
383,1985,Female,Manufacturing,Wood Product Manufacturing,Professionals,"Business, Human Resource and Marketing Professionals",Between 5 and 19,Yes,One  parent family with dependent children,Between 1 and 5 years,Regional
1059,1967,Female,Health Care and Social Assistance,Social Assistance Services,Community and personal service ,Carers and Aides,Between 5 and 19,NA,One  parent family with dependent children,Between 1 and 5 years,Regional
830,1972,Female,Arts and Recreation Services,Sports and Recreation Activities,Managers,Specialist Managers,Between 5 and 19,No,One  parent family with dependent children,Between 1 and 5 years,Regional
240,1988,Female,Health Care and Social Assistance,Hospitals,Clerical and administrative ,Clerical and Office Support ,More than 200,No,One  parent family with dependent children,Between 1 and 5 years,Regional
1262,1962,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Clerical and administrative ,Clerical and Office Support ,More than 200,No,One  parent family with dependent children,Between 1 and 5 years,Regional
1198,1963,Female,Other Services,Personal and Other Services,Clerical and administrative ,General Clerical ,More than 200,No,One  parent family with dependent children,Between 1 and 5 years,Regional
1257,1962,Female,"Rental, Hiring and Real Estate Services",Property Operators and Real Estate Services,Clerical and administrative ,Numerical Clerks,Between 20 and 199,No,Other one family household,Between 1 and 5 years,Regional
126,1991,Male,Information Media and Telecommunications,Internet Publishing and Broadcasting,Professionals,ICT Professionals,Between 5 and 19,No,Other one family household,Between 1 and 5 years,Regional
228,1988,Female,Education and Training,Tertiary Education,Professionals,Education Professionals,More than 200,Yes,Other one family household,Between 1 and 5 years,Regional
135,1991,Female,Health Care and Social Assistance,Medical and Other Health Care Services,Sales ,Sales Assistants and Salespersons,More than 200,NA,Other one family household,Between 1 and 5 years,Regional
130,1991,Female,Health Care and Social Assistance,Medical and Other Health Care Services,Sales ,Sales Representatives and Agents,More than 200,No,Other one family household,Between 1 and 5 years,Regional
650,1977,Female,Public Administration and Safety,Public Administration,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Single person,Between 1 and 5 years,Regional
1345,1960,Male,Education and Training,Preschool and School Education,Professionals,Education Professionals,Between 20 and 199,No,Single person,Between 1 and 5 years,Regional
119,1991,Male,Health Care and Social Assistance,Social Assistance Services,Community and personal service ,Health and Welfare Support ,Between 5 and 19,No,Single person,Between 1 and 5 years,Regional
279,1987,Female,Administrative and Support Services,Administrative Services,Clerical and administrative ,Office Managers and Program Administrators,Between 5 and 19,Yes,Single person,Between 1 and 5 years,Regional
1273,1961,Female,Arts and Recreation Services,Creative and Performing Arts Activities,Managers,Specialist Managers,I am the only employee,Yes,Single person,Between 1 and 5 years,Regional
500,1981,Male,Education and Training,Tertiary Education,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Single person,Between 1 and 5 years,Regional
35,1996,Male,Information Media and Telecommunications,Internet Publishing and Broadcasting,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Single person,Between 1 and 5 years,Regional
94,1992,Female,Health Care and Social Assistance,Medical and Other Health Care Services,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Single person,Between 1 and 5 years,Regional
