response_id,most_significant_barrier_1,least_significant_barrier_1,most_significant_barrier_2,least_significant_barrier_2,most_significant_barrier_3,least_significant_barrier_3,most_significant_barrier_4,least_significant_barrier_4,most_significant_barrier_5,least_significant_barrier_5,most_significant_barrier_6,least_significant_barrier_6,most_significant_barrier_7,least_significant_barrier_7,most_significant_barrier_8,least_significant_barrier_8,most_significant_barrier_9,least_significant_barrier_9,most_significant_barrier_10,least_significant_barrier_10
1370,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1371,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1372,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1373,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1374,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1375,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1376,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1377,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1378,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1379,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1380,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1381,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1382,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1383,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1384,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1385,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1386,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1387,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1388,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1389,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1390,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1391,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1392,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1393,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1394,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1395,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1396,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1397,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1398,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1399,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1400,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1401,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1402,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1403,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1404,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1405,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1406,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1407,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1408,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1409,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1410,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1411,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1412,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1413,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1414,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1415,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
1416,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Poor management,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely
