response_id,remote_work_time_last_year,org_encouraged_remote_last_year,org_prepared_remote_last_year,remote_common_last_year,remote_permission_last_year,remote_collaboration_last_year,recommend_remote_last_year,preferred_remote_time_last_year,remote_work_time_last_3_months,org_encouraged_remote_3_months,org_prepared_remote_3_months,remote_common_3_months,remote_permission_3_months
1279,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree
1280,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1281,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree
1282,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree
1283,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1284,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1285,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly disagree,Strongly agree
1286,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1287,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree
1288,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1289,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
1290,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree
1291,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1292,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1293,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree
1294,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1295,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1296,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1297,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1298,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree
1299,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1300,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1301,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree
1302,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1303,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1304,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree
1305,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1306,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree
1307,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree
1308,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree
1309,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree
1310,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1311,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree
1312,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1313,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree
1314,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1315,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree
1316,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
1317,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1318,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly disagree,Strongly agree
1319,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1320,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1321,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1322,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1323,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree
1324,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1325,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree
1326,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree
1327,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1328,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree
1329,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1330,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1331,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
1332,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1333,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree
1334,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree
1335,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1336,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly disagree,Strongly agree
1337,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1338,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1339,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree
1340,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1341,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1342,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1343,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1344,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1345,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1346,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree
1347,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,NA,NA
1348,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1349,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1350,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1351,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1352,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1353,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1354,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree
1355,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,NA,NA
1356,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree
1357,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1358,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
1359,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly disagree,Strongly agree
1360,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree
1361,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree
1362,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree
1363,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree
1364,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1365,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree
1366,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree
1367,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly disagree,Strongly agree
1368,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1369,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly disagree,Strongly agree
1370,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree
1371,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1372,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,NA,NA
1373,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,NA,NA
1374,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1375,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1376,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,NA,NA
1377,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree
1378,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree
1379,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree
1380,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
1381,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1382,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1383,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
1384,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree
1385,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1386,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree
1387,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1388,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1389,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree
1390,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1391,Rarely or never ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1392,Rarely or never ,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree
1393,Rarely or never ,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1394,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree
1395,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1396,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree
1397,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1398,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1399,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1400,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree
1401,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree
1402,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly disagree,Strongly agree
1403,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
